task_id,task_name,refined_option1,refined_option2,refined_option3,refined_option4,refined_option5,answers
348,db93a21d,"To make the output, you have to put a yellow border around each blue square. The thickness of the yellow border should equal one fourth of the thickness of the blue square. Fill the black squares below the yellow and blue squares with a vertical line of brown squares. The brown squares should be in the same vertical row as the blue square and should be the same width as the blue square. If the brown line should intersect with a yellow box, then the yellow box should disappear. Color over any yellow.","To make the output, you have to put a green border around each orange square. The thickness of the green border should equal one half of the thickness of the orange square. Fill the black squares below the orange and green squares with a vertical line of pink squares. The pink squares should be in the same vertical row as the orange square and should be the same width as the orange square. If the pink line should intersect with a green box, then the green box should stay. Don't color over any green.","To make the output, you have to put a blue border around each yellow square. The thickness of the blue border should equal double the thickness of the yellow square. Leave the black squares below the yellow and blue squares empty. The yellow squares should be in the same vertical row as the yellow square and should be the same width as the yellow square. If the yellow line should intersect with a blue box, then the blue box should disappear. Don’t color over any blue.","To make the output, you have to put a green border around each red square. The thickness of the green border should equal one half of the thickness of the red square. Fill the black squares below the red and green squares with a vertical line of blue squares. The blue squares should be in the same vertical row as the red square and should be the same width as the red square. If the blue line should intersect with a green box, then the green box should stay. Don't color over any green.","To make the output, you have to put a red border around each orange square. The thickness of the red border should equal one third of the thickness of the orange square. Erase the black squares below the orange and red squares with a horizontal line of green squares. The green squares should be in the same vertical row as the orange square and should be the same width as the orange square. If the green line should intersect with a red box, then the red box should stay. Color over any red.",4
349,dbc1a6ce,"To make the output, you have to imagine the blue grid and look where it spans only the same row and different line draw an independent connected grid between the blue grid in same row and line","To make the output, you have to erase the blue grid appearing in different rows and lines draw a disconnected brown shape between blue grid at different rows and lines","To make the output, you have to check the blue grid pieces located in same row and line draw a continuous light blue shape between blue grids in same row and line","To make the output, you have to analyze the green grid in the same row but different line draw a separate orange pattern between the green grid in same row and line","To make the output, you have to overlook the blue grid not in the same row and similar line draw an individual pink shape between the blue grid in different row and line",3
350,dc0a314f,"To make the output, you have to identify the alternating sequence pattern in the input grid and appropriately fill in the regions obscured by the green square to complete the sequence. Only represent the green square portion in the output grid.","To make the output, you have to identify the vertical symmetry pattern in the input grid and appropriately fill in the regions obscured by the green square to complete the vertical symmetry pattern. Only represent the green square portion in the output grid.","To make the output, you have to identify the concentric circle pattern in the input grid and appropriately fill in the regions obscured by the green square to complete the circle. Only represent the green square portion in the output grid.","To make the output, you have to identify the diagonal symmetry pattern in the input grid and appropriately fill in the regions obscured by the green square to complete the diagonal symmetry pattern. Only represent the green square portion in the output grid.","To make the output, you have to identify the horizontal symmetry pattern in the input grid and appropriately fill in the regions obscured by the green square to complete the horizontal symmetry pattern. Only represent the green square portion in the output grid.",3
351,dc1df850,"To make the output, you have to surround the green squares with an orange border that is two squares wide.","To make the output, you have to overlay the red squares with yellow squares and add a grey border that is one square wide.","To make the output, you have to surround only the orange squares with an indigo border that is one square wide.","To make the output, you have to remove the blue border from around the purple squares.","To make the output, you have to surround only the blue squares with a black border that is three squares wide.",3
352,dc433765,"To make the output, you have to leave the green square and the yellow square in their current positions.","To make the output, you have to move the green square one position away from the yellow square, regardless of the direction.","To make the output, you have to move the green square one position closer to the red square, regardless of the direction.","To make the output, you have to move the yellow square one position closer to the green square, regardless of the direction.","To make the output, you have to move the green square one position closer to the yellow square, regardless of the direction.",5
353,ddf7fa4f,"To make the output, you have to fill the gray area with colors chosen randomly from a different row.","To make the output, you have to erase the gray area and add colors matching the colored blocks in the initial row.","To make the output, you have to move the colors from the gray area to a completely new position on the grid.","To make the output, you have to fill the gray area with the exact colors found in the colored block in the first row.","To make the output, you have to fill the gray area without using the colors found in the colored blocks in the first row.",4
354,de1cd16c,"To make the output, you have to look for the region with the highest quantity of specific pixels and select that hue.","To make the output, you have to observe the section with the lowest tally of certain squares and pick that shade.","To make the output, you have to detect the area with the minimal number of particular blocks and disregard that tint.","To make the output, you have to identify the segment with the tiny count of designated pixels and avoid that hue.","To make the output, you have to notice the part with the least frequency of selected squares and exclude that tint.",1
355,ded97339,"To make the output, you have to replace the light blue boxes with new ones located diagonally to each other.","To make the output, you have to align the light blue boxes so that they form a connected path directly vertically and horizontally.","To make the output, you have to link the red boxes together to form a continuous vertical and horizontal pattern.","To make the output, you have to separate the light blue boxes by placing an additional black box between each pair that are directly vertical and horizontal to each other.","To make the output, you have to disconnect the light blue boxes by removing any that are diagonally adjacent to each other.",2
356,e179c5f4,"To make the output, you have to add the same color black pixel in a zig-zag pattern moving across the grid. Each pixel should be filled in on a horizontal path going across and then up until you reach the edge of the grid. Then you should keep moving horizontally across and then down until you reach the bottom of the grid. Keep repeating until you reach the top. Then fill in the rest of the spaces with the yellow color.","To make the output, you have to add the same color blue pixel in a zig-zag pattern moving through the grid. Each pixel should be filled in on a diagonal going through and up until you reach the edge of the grid. Then you should keep moving through the diagonal and up until you reach the top of the grid. Keep repeating until you reach the top. Then fill in the rest of the spaces with the light blue color.","To make the output, you have to add the same color brown pixel in a vertical pattern moving downwards on the grid. Each pixel should be filled in on a vertical line going downwards until you reach the edge of the grid. Then you should keep moving vertically downwards until you reach the bottom of the grid. Keep repeating until you reach the bottom. Then fill in the rest of the spaces with the gray color.","To make the output, you have to add the same color red pixel in a zig-zag pattern moving across the grid. Each pixel should be filled in on a diagonal line going across and then down until you reach the edge of the grid. Then you should keep moving diagonally across and then up until you reach the top of the grid. Keep repeating until you reach the edge. Then fill in the rest of the spaces with the pink color.","To make the output, you have to add the same color orange pixel in a vertical pattern moving upwards on the grid. Each pixel should be filled in on a vertical line going upwards and then across until you reach the top of the grid. Then you should keep moving vertically upwards until you reach the top of the grid. Keep repeating until you reach the top. Then fill in the rest of the spaces with the green color.",2
357,e21d9049,"To make the output, you have to stop the lines midway across the grid while alternating the color pattern.","To make the output, you have to extend the lines to the boundaries of the grid, maintaining the alternating color pattern.","To make the output, you have to shorten the lines so they remain within the grid and alternate the color pattern.","To make the output, you have to replace the lines with a single color to create a uniform pattern.","To make the output, you have to alter the lines into circular shapes, using different alternating colors.",2
358,e26a3af2,"To make the output, you have to replace all multicolored squares with uniformly black squares regardless of their position in the grid.","To make the output, you have to replace all multicolored squares with the color that corresponds to their specific row or column in the grid.","To make the output, you have to transform all the multicolored squares into a single contiguous diagonal line extending across the grid.","To make the output, you have to gather all the multicolored squares and position them into the top left corner of the grid.","To make the output, you have to retain all multicolored squares while changing the color scheme of the section they occupy.",2
359,e3497940,"To make the output, you have to remove the colors as if you folded the right half directly over the left half, excluding the gray column. The pixels adjacent to the gray column will disappear.","To make the output, you have to fill the gaps as if you mirrored the right half onto the left half, ignoring the gray column. The pixels adjacent to the gray column will merge.","To make the output, you have to delete the colors by folding the right half onto the left half, including the gray column. The pixels adjacent to the gray column will blend.","To make the output, you have to transform the layout as if you shifted the right half to align with the left half, removing the gray column. The pixels adjacent to the gray column will match.","To make the output, you have to combine the halves as if you duplicated the right half onto the left half, keeping the gray column. The pixels adjacent to the gray column will overlap.",1
360,e40b9e2f,"To make the output, you have to fill the outside portion to the corners of each segment to create a striped pattern. Then for the inner area, visualize this design rotated at 45 degree intervals, filling the grid as these layers overlap each other.","To make the output, you have to copy the external shades to the diagonal edges of each segment to form a grid pattern. Then, consider the inner section turning in 90 degree steps, creating the full grid by layering these rotations.","To make the output, you have to move the perimeter hues to the central parts of each side to construct a rectangular layout. Next, mentally flip this design horizontally and vertically, ensuring all elements fill the grid separately without overlap.","To make the output, you have to place external colors to the midpoint of each edge to craft a linear pattern. Then, flip this data both horizontally and vertically visualizing a distinct grid without any layer intersections.","To make the output, you have to copy the internal colors to the outer boundaries to develop line sequences. For the exterior section, visualize rotating this at 90-degree intervals, layering each rotation to fill the entire grid.",2
361,e48d4e1a,"To make the output, you have to ignore the grey grid and count the colored grid in the corner.","To make the output, you have to count the white grid and place the meeting point of the colored grid diagonally through the incorrect count.","To make the output, you have to count the grey grid and place the meeting point of the colored grid vertically with the consistent count.","To make the output, you have to count the grey grid and remove the colored grid horizontally without counting.","To make the output, you have to count the grey grid and place the meeting point of the colored grid upwards with the inverse count.",3
362,e5062a87,"To make the output, you have to replace any black squares that are in unique patterns from the red squares with green squares.","To make the output, you have to find any black squares that are in the exact pattern as the red squares, then change the black squares in those patterns to red.","To make the output, you have to ignore any black squares that are arranged similarly to the red squares, then leave the black squares unchanged in each of those layouts.","To make the output, you have to move any black squares that are configured like the red squares to new locations without changing their color.","To make the output, you have to find any blue squares that are in the identical pattern as the red squares, then change the blue squares in those patterns to red.",2
363,e509e548,"To make the output, you have to change pattern color to blue if the shape has a single 90-degree edge, pink if it has two, and red if it has three. Additionally, if the shape is a 1 it is red, a c it is pink, and an L it is blue.","To make the output, you have to change pattern color to brown if the shape has one straight edge, red if it has two, and blue if it has three. Additionally, if the shape is an e it is blue, a p it is red, and an f it is brown.","To make the output, you have to change pattern color to red if the shape has one 45-degree edge, blue if it has two, and pink if it has three. Additionally, if the shape is a T it is blue, a u it is pink, and an I it is red.","To make the output, you have to change pattern color to green if the shape has one 90-degree edge, yellow if it has two, and brown if it has three. Additionally, if the shape is a 1 it is brown, a c it is yellow, and an L it is green.","To make the output, you have to change pattern color to gray if the shape has one 60-degree edge, orange if it has two, and black if it has three. Additionally, if the shape is a z it is black, an e it is orange, and an o it is gray.",1
364,e50d258f,"To make the output, you have to copy the rectangular shape with the most yellow squares exactly.","To make the output, you have to copy the rectangular shape with the fewest green squares exactly.","To make the output, you have to copy the rectangular shape with the most black squares exactly.","To make the output, you have to copy the rectangular shape with the most red squares exactly.","To make the output, you have to copy the rectangular shape with the least blue squares exactly.",5
365,e6721834,"To make the output, you have to leave the output grid unchanged in background color. Next, scatter the colored boxes randomly on the grid.","To make the output, you have to change the output grid to have same background color with the two boxes. Next, scatter all the colored boxes randomly on the grid.","To make the output, you have to change the output grid to use a color that includes the two boxes. Next, place all the colored boxes in positions where their interiors do not match.","To make the output, you have to change the output grid to use a background color that does not match with the two boxes. Next, place all the colored boxes at positions where their interiors match.","To make the output, you have to change the grid to the complementary color that does not match the two boxes. Next, place the boxes on the grid where their exteriors match.",4
366,e73095fd,"To make the output, you have to paint the nodes with black.","To make the output, you have to remove the nodes and replace them with black.","To make the output, you have to color the nodes with pink.","To make the output, you have to fill the nodes with yellow.","To make the output, you have to erase the nodes and leave them blank.",4
367,e76a88a6,"To make the output, you have to displace the color pattern from all gray grids.","To make the output, you have to remove the presence of the gray grids altogether.","To make the output, you have to replicate the color pattern into each empty gray grid.","To make the output, you have to eliminate all color patterns from the gray grids.","To make the output, you have to recolor the pattern in the gray grids to a single color.",3
368,e8593010,"To make the output, you have to retain the single black pixels, change two black pixel lines to yellow, and three black pixel shapes to pink. The background stays gray.","To make the output, you have to change the single black pixels to green, two black pixel lines to blue, and three black pixel shapes to red. The background stays gray.","To make the output, you have to change the single black pixels to blue, two black pixel lines to red, and three black pixel shapes to green. The background stays gray.","To make the output, you have to change the single black pixels to pink, two black pixel lines to orange, and three black pixel shapes to gray. The background turns blue.","To make the output, you have to remove the single black pixels, two black pixel lines should become pink, and three black pixel shapes should become yellow. The background stays gray.",2
369,e8dc4411,"To make the output, you have to ignore the color of objects in the black grid and replicate them vertically with green pixels.","To make the output, you have to recognize the form of objects in the black grid and transpose them horizontally using blue pixels.","To make the output, you have to disregard the orientation of the colored pixels and duplicate the black object randomly with yellow pixels.","To make the output, you have to eliminate the shape of objects in the black grid and fill their spaces with red pixels.","To make the output, you have to identify the shape of objects in the black grid and the direction of the colored pixels on one side. Replicate the black object diagonally towards the direction of the colored pixels using their color.",5
370,e9614598,"To make the output, you have to add a blue cross outside the boundary near the top square.","To make the output, you have to remove the 4x4 red square at the middle of the field.","To make the output, you have to replace the central green cross with a yellow triangle.","To make the output, you have to draw a 3x3 purple circle at the bottom of the grid.","To make the output, you have to add a 3x3 green cross between the two squares.",5
371,e98196ab,"To make the output, you have to preserve the arrangement of blocks above and below the gray line without alteration.","To make the output, you have to shift all blocks from below to above the gray line.","To make the output, you have to remove all blocks from both above and below the gray line.","To make the output, you have to separate the blocks from above and below the gray line.","To make the output, you have to combine the blocks from above and below the gray line.",5
372,e9afcf9a,"To make the output, you have to start with a color from the bottom row and fill in alternate squares, starting with the last one. Continue filling the remaining squares in a line with the third color. For the next line, begin with the color already present (the first color) and follow the same pattern of alternate squares. The initial color in each line differs from the input grid's color.","To make the output, you have to start with the second color in the top row and fill in half the line with this color, alternating squares, starting with the last square. Fill in the remaining half-line with the first color. For the next line, begin with the color already present (the third color) and use the same pattern of alternate squares. The first color in each line is identical to the input grid's color.","To make the output, you have to start with a color from the bottom row and continuously fill in squares in the line, starting with the last square. Fill the remainder of the line with the second color. For the next line, choose a different color and continue the same continuous filling pattern. The initial color in each line is different from the input grid's color.","To make the output, you have to start with a color from the top row and fill in alternate squares, starting with the first one. Continue filling the remaining squares in a line with the second color. For the next line, begin with the color already present (the second color) and follow the same pattern of alternate squares. The initial color in each line is identical to the input grid's color.","To make the output, you have to start with a color from the middle row, fill in one square in the half-line starting with the middle square. Complete the half-line with a second color. For the next line, choose a different color and follow the same alternate filling pattern. The initial color in each half-line differs from the input grid's color.",4
373,ea32f347,"To make the output, you have to...change the color of the lines. The lowest line must be colored brown. The medium-length line must be colored gray. The top line must be colored black.","To make the output, you have to...keep the color of the lines as they are. The longest line should remain black. The middle-length line should remain black. The shortest line should remain black.","To make the output, you have to...change the color of the lines. The tallest line needs to be blue. The middle height line needs to be yellow. The shortest line needs to be red.","To make the output, you have to...change the layout of the lines. The largest line needs to be positioned horizontally. The medium-sized line needs to be positioned diagonally. The smallest line needs to be positioned vertically.","To make the output, you have to...include additional lines with various colors. The longest line must be green. The middle-length line must be orange. The shortest line must be pink.",3
374,ea786f4a,"To make the output, you have to...create an X by marking the diagonal cells until the outer corners are reached.","To make the output, you have to...create a T by marking the middle row and the center cell in the middle column.","To make the output, you have to...create an I shape by marking all cells in the middle column.","To make the output, you have to...create a hyphen by marking all cells in the middle row.","To make the output, you have to...create a plus sign by marking all cells in the middle row and middle column.",1
375,eb281b96,"To make the output, you have to create the grid. Then copy the original pattern onto the output grid. Next, generate a mirrored pattern from the original pattern below it. Finally, fill the rest of the black grid with the combined original and mirror patterns.","To make the output, you have to fill the grid. Then remove the initial pattern from the grid. Next, erase a simple design from the pattern beneath it. Finally, complete the grid by copying a diagonal mirror of the initial pattern.","To make the output, you have to create the grid. Then invert the initial pattern on the grid. Next, produce a horizontal pattern from the initial pattern above it. Finally, fill the rest of the black grid with selected parts of the initial pattern.","To make the output, you have to fill the grid. Then delete the initial pattern from the grid. Next, destroy the initial pattern beneath the mirror pattern. Finally, complete the grid by copying half of the initial pattern.","To make the output, you have to create the grid. Then rotate the initial pattern on the grid. Next, generate a reversed pattern from the initial pattern below it. Finally, fill the rest of the black grid with a quarter of the initial pattern.",1
376,eb5a1d5d,"To make the output, you have to put the center square color in 1x1, followed by the inner square color in 3x3, then 5x5, then 7x7, and so on.","To make the output, you have to put the center square color in 1x1, followed by the outer square color in progressively larger squares like 3x3, then 5x5, then 7x7, and so on.","To make the output, you have to put the center square color in 1x1, followed by the outer pixel color in 3x3, then 5x5, then 7x7, and so on.","To make the output, you have to put the center square color in 1x1, followed by the outer square color in 3x3, then 5x5, then 6x6, and so on.","To make the output, you have to put the center square color in 2x2, followed by the outer square color in 4x4, then 6x6, then 8x8, and so on.",2
377,ec883f72,"To make the output, you have to remove the diagonal links extending from each corner of the outer fields to the edges of the resulting grid.","To make the output, you have to add parallel paths extending from the center of the outer fields instead of the corners to the boundary of the resulting grid.","To make the output, you have to draw diagonal lines extending from each corner of the outer fields to the borders of the output grid.","To make the output, you have to add horizontal connectors extending from each corner of the outer fields to form an outline of the resulting grid.","To make the output, you have to append vertical lines extending from each corner of the outer fields to the edges of the output grid.",3
378,ecdecbb3,"To make the output, you have to copy the input grid. Keep dots and lines unchanged. If the dot of red color is near the boundary, make a boundary line of blue color crossing lines of red colors. Remove all squares of blue color. It should be a blank grid with no additional lines or dots. Done.","To make the output, you have to copy the input grid. Make perpendicular lines from the dots of red color to touch the closest lines of blue color. The point of touch should be the red color. If the dot of red color is between two lines of blue color you should make one line of red color going through the dot of blue color and connecting the lines of red colors. Surround each dot of red color (point of touch) on the line of blue color with a square of blue color. It should be a square of blue color with the center of red color on the line of blue color. Done.","To make the output, you have to erase the input grid. Make diagonal lines from the dots of red color to avoid touching any lines of blue color. The point of touch should be empty. If the dot of red color is surrounded by lines of blue color, you should make no lines of red color going through the dot of red color and separating the lines of blue colors. Surround each dot of red color (point of touch) on the line of blue color with a triangle of blue color. It should be a triangle of blue color with the center of black color on a blank area. Done.","To make the output, you have to copy the input grid. Make parallel lines from the squares of black color to touch the nearest lines of blue color. The point of touch should not be the blue color. If the square of black color is between two lines of red color, you should make no line of black color going through the dot of black color and connecting the lines of blue colors. Surround each square of black color (point of touch) on the line of blue color with a circle of blue color. It should be a circle of blue color with the center of black color on the line of blue color. Done.","To make the output, you have to copy the input grid. Make horizontal lines from the dots of red color to touch the farthest lines of blue color. The point of touch should not be red color. If the dot of red color is next to a line of blue color, you should make no lines of red color going through the dot of red color. Surround each dot of red color (point of touch) on the line of blue color with a circle of red color. It should be a circle of red color with the center of blue color on the line of red color. Done.",2
379,ed36ccf7,"To make the output, you have to align the pattern in the input grid towards the right edge.","To make the output, you have to flip the pattern in the input grid over the vertical axis.","To make the output, you have to shift the pattern in the input grid along a diagonal direction.","To make the output, you have to invert the pattern in the input grid by 180 degrees.","To make the output, you have to rotate the pattern in the input grid a quarter turn to the left.",5
380,ef135b50,"To make the output, you have to...place dark squares around the red squares to create a boundary.","To make the output, you have to...insert yellow rectangles between the spaces that the red squares are across from each other.","To make the output, you have to...add green pixels between the spaces of the blue squares diagonally.","To make the output, you have to...put brown squares between the gaps where the red squares are vertically aligned.","To make the output, you have to...place brown squares in the spaces between the horizontal alignment of red squares only.",5
381,f15e1fac,"To make the output, you have to erase the input grid and leave it as it is. The blue squares act as the end points for you to erase lines, so if the blue squares are at the bottom, you have to erase lines vertically up and if the blue squares are at the left, you have to erase the lines horizontally to the right. Next, after erasing the grid, draw lines starting from each blue square and stop just before the grid without any red squares. Then, start erasing another set of blue lines beginning from the grid without any red squares, but shift your line by one grid based on the position of the second blue square. For a red square at the bottom, move the line up by one grid; for a red square on the left, move the line to the right by one grid; and for a red square at the right, move the line to the left by one grid. Continue this pattern to erase blue lines all the way to the corner of the grid.","To make the output, you have to copy the input grid and leave it as it is. The blue squares act as a starting point for you to draw lines, so if the blue squares are on the left, you have to draw lines horizontally to the right and if the blue squares are at the top, you have to draw the line vertically down. Next, after copying the grid, draw lines from each blue square and stop just before the grid with the first red square. Then, begin drawing another set of lines starting from the grid with the red square, but move your line by one grid based on the red square’s position. If the red square is at the bottom, move the line up by one grid; if it's to the right, move the line left by one grid; and if it's to the left, move the line to the right by one grid. These new lines will stop just before the grid with the second red square. Continue this pattern to draw lines all the way to the end of the grid.","To make the output, you have to copy the input grid and leave it as it is. The blue squares act as end points for you to draw lines, so if the blue squares are on the right, you have to draw lines horizontally to the left and if the blue squares are at the bottom, you have to draw the lines vertically upwards. Next, after copying the grid, draw lines towards each blue square and stop just before the grid without any red squares. Then, start another set of red lines beginning from a grid without a red square, but move your line by two grids based on the position without a red square. For a position without a red square at the top, move the second line down by two grids; for one on the right, move the line left by two grids; and for one on the left, move the line to the right by two grids. Continue this pattern to draw red lines all the way to the corner of the grid.","To make the output, you have to erase the input grid and leave it as it is. The blue squares act as boundary markers for you to draw lines, so if the blue squares are at the bottom, you have to draw lines horizontally to the left and if the blue squares are at the bottom, you have to draw the lines vertically upwards. Next, after erasing the grid, draw lines from each blue square in the opposite direction and stop just before the grid without any red squares. Then, erase another set of blue lines starting from the grid without any red squares, shifting the line by one grid based on the position without a blue square. For a grid without a blue square at the bottom, move the second line up by one grid; for one on the left, move the line up by one grid and to the right by one grid. Continue this pattern to erase blue lines all the way to the corner of the grid.","To make the output, you have to erase the input grid and leave it as it is. The blue squares act as the ending points for you to erase lines, so if the blue squares are on the left, you have to erase lines horizontally to the right and if the blue squares are at the top, you have to erase the lines vertically downwards. Next, after erasing the grid, draw lines from each red square and stop just after the grid with the first blue square. Then, start clearing another set of red lines beginning from the grid with the blue square, but move your line by two grids based on the blue square’s position. For a blue square at the bottom, move the second line up by two grids; for one on the right, move the line left by two grids; and for one on the left, move the line to the right by two grids. These new red lines will stop just after the grid with the first blue square. Continue this pattern to erase blue lines all the way to the end of the grid.",2
382,f1cefba8,"To make the output, you have to leave the colored block within the frame and adjust the single line to stop before the edge, then change the frame color.","To make the output, you have to relocate the colored block inside the frame and shorten the single line to the center, while keeping the frame color the same.","To make the output, you have to place the colored block outside the frame and extend the single line to the edge, then keep the frame filled with its color.","To make the output, you have to move the colored block to the opposite frame and divide the single line into two, then switch the frame color.","To make the output, you have to remove the colored block from the frame and break the single line at the midpoint, then change the frame color to a new shade.",3
383,f25fbde4,"To make the output, you have to simplify the pattern and adjust the pattern to scale If it's 5x1 the result should be 3x2.","To make the output, you have to reduce the pattern and adjust the pattern to scale If it's 4x4 the result should be 2x1.","To make the output, you have to half the pattern and adjust the pattern to scale If it's 2x2 the result should be 1x1.","To make the output, you have to double the pattern and adjust the pattern to scale If it's 1x5 the result should be 2x10.","To make the output, you have to shrink the pattern and adjust the pattern to scale If it's 3x3 the result should be 1x1.",4
384,f25ffba3,"To make the output, you have to shift the pattern one square to the right.","To make the output, you have to flip the pattern vertically as if it were reflected in a mirror.","To make the output, you have to flip the pattern horizontally as if it were reflected in a mirror.","To make the output, you have to reverse the colors of the pattern.","To make the output, you have to turn the pattern 90 degrees counterclockwise.",2
385,f2829549,"To make the output, you have to combine the orange and blue elements into a 4x3 formation. Replace all black areas with yellow. Convert the old formation to grey. The result should only display yellow areas.","To make the output, you have to separate the orange and grey elements into distinct 4x3 formations. Replace the old formation with white. The result should only show black areas.","To make the output, you have to combine the orange and grey elements into a 4x3 formation. Replace all black areas with green. Convert the old formation to black. The result should only display green areas.","To make the output, you have to merge the orange and grey elements into a 3x4 formation. Replace the old formation with white. The result should only show white areas.","To make the output, you have to combine the blue and grey elements into a 4x3 formation. Replace all black areas with red. Convert the old formation to blue. The result should only display red areas.",3
386,f35d900a,"To make the output, you have to copy the input grid, identify the colors of the colored grids. Rename the colors as color X and color Y. Around the grids with color X, create a 3x3 square with color Y in the middle. Around the grids with color Y, create a 3x3 square with color X in the middle. You should now have four 3x3 squares: two of color X with color Y in the middle.","To make the output, you have to erase the input grid, identify the colors of the colored grids. Rename them as color X and color Y. Around the grids with color X, create a 3x3 square with color Y in the middle. Around the grids with color Y, create a 3x3 square with color X in the middle. You should now have two 3x3 squares: one of color X with color Y in the middle.","To make the output, you have to copy the input grid, ignore the colors of the colored grids. Rename them as color X and color Y. Around the grids with color X, create a 3x3 square with color Y in the middle. Around the grids with color Y, create a 4x4 square with color X in the middle. You should now have four 4x4 squares: two of color Y with color X in the middle.","To make the output, you have to erase the input grid, identify the colors of the colored grids. Rename them as color X and color Y. Around the grids with color X, create a 2x2 square with color Y in the middle. Around the grids with color Y, create a 2x2 square with color X in the middle. You should now have four 2x2 squares: two of color X with color Y in the middle.","To make the output, you have to erase the input grid, identify the colors of the colored grids. Rename them as color X and color Y. Around the grids with color X, create a 3x3 square with color Y in the middle. Around the grids with color Y, create a 3x3 square with color X in the middle. You should now have four 3x3 rectangles: two of color X with color Y in the middle.",1
387,f5b8619d,"To make the output, you have to use the grid as a template and draw lines with vertical strokes from the colored squares until you reach another colored square or the edge of the grid.","To make the output, you have to use the grid as a base and draw lines with diagonal strokes from the colored squares until you reach another colored square or the edge of the grid.","To make the output, you have to use the grid as a guide and draw lines with horizontal strokes from the colored squares until you reach another colored square or the edge of the grid.","To make the output, you have to use the grid as a framework and draw lines with spiral strokes from the colored squares until you reach another colored square or the edge of the grid.","To make the output, you have to use the grid as a structure and draw lines with zigzag strokes from the colored squares until you reach another colored square or the edge of the grid.",2
388,f76d97a5,"To make the output, you have to replace the grey boxes with the color and replace the color boxes with black.","To make the output, you have to skip the colored boxes with black and replace the grey boxes with color.","To make the output, you have to swap the grey boxes with white and swap the color boxes with grey.","To make the output, you have to change the grey boxes with black and maintain the color boxes unchanged.","To make the output, you have to shift the black boxes with color and leave the grey boxes unchanged.",1
389,f8a8fe49,"To make the output, you have to rotate the grey pattern around the red one by 180 degrees. The resulting output should now have the grey pattern realigned differently.","To make the output, you have to flip the orange pattern over the grey one like a reflection. The resulting output should now have the orange pattern mirrored differently.","To make the output, you have to swap the positions of the grey and red patterns. The resulting output should now have the grey pattern in the red pattern’s spot.","To make the output, you have to move the grey pattern into the center of the red one. The resulting output should now have the grey pattern relocated within the orange one.","To make the output, you have to flip the grey pattern over the red one like a mirror image. The resulting output should now have the grey pattern beside the orange one.",5
390,f8b3ba0a,"To make the output, you have to...arrange the colored pixels sequentially and avoid clustering many of one color.","To make the output, you have to...scatter the colored pixels randomly and ensure a variety of colors.","To make the output, you have to...disorder the colored pixels and limit the number of different colors used.","To make the output, you have to...disorganize the colored pixels completely and use every single color available.","To make the output, you have to...order the colored pixels logically and minimize the use of certain colors.",1
391,f8c80d96,"To make the output, you have to change the background color from light gray to black, then alter the pattern with different lines and various spacing.","To make the output, you have to change the background color from black to dark blue, then discontinue the pattern with tighter spacing and varying lines.","To make the output, you have to change the background color from black to light gray, then continue the pattern with the same lines and spacing.","To make the output, you have to change the background color from black to dark gray, then reverse the lines to form a different pattern.","To make the output, you have to change the background color from black to dark gray, then remove the pattern entirely without any lines or spacing.",3
392,f8ff0b80,"To make the output, you have to count the total number of objects in the input grid. In the output grid, use the color of the object that has the second least pixel count, arranging it vertically in a 3x1 layout.","To make the output, you have to count the number of pixels making up the objects in the input grid. In the output grid, use the color of the object with the most pixels, arranging it horizontally in a 1x3 format.","To make the output, you have to count how many colors are used in the objects within the input grid. In the output grid, use the color of the object with the fewest pixels, arranging it vertically in a 3x1 layout.","To make the output, you have to count the pixels that make up the objects in the input grid. In the output grid, use the color of the object with the fewest pixels, arranging it vertically in a 3x1 layout.","To make the output, you have to count the pixels that make up the objects in the input grid. In the output grid, use the color of the object with the highest number of pixels, arranging it vertically in a 3x1 layout.",5
393,f9012d9b,"To make the output, you have to fill the black portion of the input grid to cover the non-black parts and display the remaining pattern.","To make the output, you have to disregard the black areas of the input grid and fill the rest of the grid with a single uniform color, excluding black.","To make the output, you have to change the black areas of the input grid to white and retain the other colors, highlighting only the white areas.","To make the output, you have to fill the black portion of the input grid entirely, and only the newly filled portion will be represented in the output grid.","To make the output, you have to replace the black sections of the input grid with another color, displaying only the replaced sections.",4
