task_id,task_name,shuffled_description1,shuffled_description2,shuffled_description3,shuffled_description4,shuffled_description5,answer
285,b782dc8a,"To make the output, you have to...fill in the yellow squares by alternating the colors of the few colored boxes in other shape starting near the shape and only fill the boundaries of the shape and not all the black boxes.","To make the output, you have to...fill in the black squares with the same color all over, ignoring the colored boxes starting near the shape and not adhering to the boundaries of the shape.","To make the output, you have to...fill in the black squares by alternating the colors of the few colored boxes in other shape starting near the shape and only fill the boundaries of the shape and not all the black boxes","To make the output, you have to...fill in the brown squares by alternating the colors of the few colored boxes in other shape starting near the shape and fill all the black boxes. ","To make the output, you have to...ignore the black squares and instead fill in the grey squares with alternating colors, starting away from the shape and only filling every other square.",3
286,b8825c91,"To make the output, you have to...remove the light blue circles and interchange the colors to follow the existing pattern.","To make the output, you have to...replace the pink rectangles with red ones to match the existing pattern.","To make the output, you have to...keep the yellow rectangles and alter the color to match the existing pattern.","To make the output, you have to...remove the yellow rectangles and replace the color to match the existing pattern","To make the output, you have to...add green triangles and change the color to mismatch the existing pattern.",4
287,b8cdaf2b,"To make the output, you have to...create a diagonal line from the top to the sides with the less majority color.","To make the output, you have to...create a diagonal line from the top to the sides with the purple color.","To make the output, you have to...create a diagonal line from the top to the sides with the more majority color.","To make the output, you have to...create a vertical line from the top to the bottom with the less majority color.","To make the output, you have to...create a diagonal line from the bottom to the sides with the less majority color.",1
288,b91ae062,"To make the output, you have to...count the number of colors in input, then irrespective of the count, each grid size is unchanged within each block. And each block should be colored as same in input","To make the output, you have to...count the number of colors in input, then according to the count, each grid size is changed within each block. And each block should be colored opposite to input","To make the output, you have to...count the number of colors in output, then according to the count, each grid size is changed within each block. And each block should be colored as different in input","To make the output, you have to...count the number of shapes in input, then according to the count, each grid size is changed within each block. And each block should be colored as same in input","To make the output, you have to...count the number of colors in input, then according to the count, each grid size is changed within each block. And each block should be colored as same in input",5
289,b94a9452,"To make the output, you have to...make an output grid that is the same size as the larger square. The size and placement of the smaller inner square should be the same relative to the input grid. The colors of the two squares should be swapped.","To make the output, you have to...generate an output grid that is the same size as the larger rectangle. The size and placement of the smaller inner circle should be the same relative to the input grid. The colors of the two shapes should be swapped.","To make the output, you have to...design an output grid equal in size to the smaller square. Maintain the same size and placement of the smaller inner square, but change the colors completely.","To make the output, you have to...create an output grid that is smaller than the larger square. Stick to the same size and placement of the smaller inner square. Ensure that the colors of the two squares are identical.","To make the output, you have to...construct an output grid that is larger than the smaller square. The size and placement of the smaller inner square should be different relative to the input grid. The colors of the two squares should remain the same.",1
290,b9b7f026,"To make the output, you have to...fill in the new grid with the color of the object that doesn't have a hole in it.","To make the output, you have to...color the new grid with the shade of the object that contains a hole.","To make the output, you have to...dibble the new grid with the color of the object that has a hollow place.","To make the output, you have to...fill out the existing grid with the color of the object that has a hole in it.","To make the output, you have to...fill in the new grid with the color of the object that has a hole in it.",5
291,ba26e723,"To make the output, you have to...start by changing the first set of two blocks to pink. Then skip two pairs and change the next three pink. Complete this pattern to the end of the grid.","To make the output, you have to...start by changing the first set of three blocks to pink. Then skip two pairs and change the next two pink. Complete this pattern to the end of the grid. ","To make the output, you have to...start by changing the first set of two blocks to pink. Then skip three pairs and change the next two pink. Complete this pattern to the end of the grid.","To make the output, you have to...start by changing the first set of two blocks to pink. Then skip two pairs and change the next two pink. Complete this pattern to the end of the grid.","To make the output, you have to...start by changing the first set of two blocks to blue. Then skip two pairs and change the next two blue. Complete this pattern to the end of the grid.",4
292,ba97ae07,"To make the output, you have to...copy the input grid. In the output, revert the color where the two lines meet to place the other color line behind.","To make the output, you have to...paste the input grid. In the output, flip the color where the four lines meet to bring the lighter color on top.","To make the output, you have to...change the input grid. In the output, modify the color where the two lines intersect and bring the other color line to the top.","To make the output, you have to...copy the input grid. In the output, change the color where the two lines meet so that the other color line is on top.","To make the output, you have to...copy the input grid. In the output, adjust the color where the two lines meet as if the other color line is underneath.",4
293,bb43febb,"To make the output, you have to...fill the inside of both shapes with red leaving a border a different color from original.","To make the output, you have to...fill the inside of both shapes with green leaving a border the same color as original.","To make the output, you have to...fill the inside of both shapes with red leaving a border the same color as original.","To make the output, you have to...fill the inside of both shapes with blue leaving a border the same color as original.","To make the output, you have to...fill the outside of both shapes with red leaving a border the same color as original.",3
294,bbc9ae5d,"To make the output, you have to...make each row the same as the row shown in the input grid. Add two more colored boxes in each row. So, if one row has 4 colored boxes, the next row also has 4 and so on...etc. This will look like a plateau when you are done. Keep going until the grid is finished.","To make the output, you have to...generate the rightmost column similarly as the column displayed in the input grid. Each column that moves left adds an extra colored box. So, if the rightmost column has 4 colored boxes, the next column to left has 5, the next has 6?¦etc. This will appear like a vertical staircase when you are finished. Continue until the grid is complete.","To make the output, you have to...make the bottom row the same as the row shown in the input grid. Every row that goes up subtracts one colored box. So, if the bottom row has 4 colored boxes, the next row up has 3 and then the next row has 2...etc. This will look like a ramp when you are done. Keep going until the grid is finished.","To make the output, you have to...make the top row the same as the row shown in the input grid. Every row that goes down adds one more colored box. So, if the top row has 4 colored boxes, the next row down has 5 and then the next row has 6...etc. This will look like a staircase when you are done. Keep going until the grid is finished.","To make the output, you have to...make the top row the same as the row shown in the input grid. Every row that goes down subtracts one more colored box. So, if the top row has 4 colored boxes, the next row down has 3 and then the next row has 2...etc. This will look an inverted staircase when you are done. Keep going until the grid is finished.",4
295,bc1d5164,"To make the output, you have to...imagine you are squishing the original grid horizontally and vertically. The colored dots move and overlap on top of the background.","To make the output, you have to... imagine you are flipping the original grid upside down and left to right. The colored dots move and overlap on top of the background.","To make the output, you have to... imagine you are rotating the grid to 360 degrees. The colored dots move and overlap on top of the background.","To make the output, you have to... imagine you are stretching the original grid vertically and horizontally. The colored dots separate and move away from the background.","To make the output, you have to... imagine you are shrinking the original grid diagonally. The colored dots move and overlap on top of the background.",1
296,bd4472b8,"To make the output, you have to...start on the third row (after the row of gray) and make the entire third row the different color from the first color in the first row, then make the entire fourth row the different color from the second color in the first row and so on for the next color. Once all colors have been done, then repeat the same pattern.","To make the output, you have to...start on the third row (after the row of gray) and make the entire third row the same as the first color in the first row, then make the entire fourth row the same as the second color in the first row and so on for the next color. Once all colors have been done, then repeat the same pattern.","To make the output, you have to...start on the third row (after the row of green) and make the entire third row the same as the first color in the first row, then make the entire fourth row the same as the second color in the first row and so on for the next color. Once all colors have been done, then repeat the same pattern.","To make the output, you have to...start on the fourth row (after the row of gray) and make the entire fourth row the same as the first color in the first row, then make the entire fifth row the same as the second color in the first row and so on for the next color. Once all colors have been done, then repeat the same pattern.","To make the output, you have to...start on the third column (after the column of gray) and make the entire third column the same as the first color in the first column, then make the entire fourth column the same as the second color in the first column and so on for the next color. Once all colors have been done, then repeat the same pattern.",2
297,bda2d7a6,"To make the output, you have to...change the color of center black 2x2 grid to that of 4X4 grid color, 6X6 change to 4X4 color, and 4X4 change to old 2X2 color","To make the output, you have to...change the color of center black 2x2 grid to that of 4X4 grid color, 4X4 change to 6X6 color, and 6X6 change to old 2X2 color","To make the output, you have to...change the color of center black 2x2 grid to that of 6X6 grid color, 4X4 change to 2X2 color, and 6X6 change to old 4X4 color","To make the output, you have to...change the color of center black 4x4 grid to that of 2X2 grid color, 6X6 change to 4X4 color, and 2X2 change to old 6X6 color","To make the output, you have to...change the color of center black 6x6 grid to that of 2X2 grid color, 4X4 change to 6X6 color, and 2X2 change to old 4X4 color",2
298,bdad9b1f,"To make the output, you have to...continue the pattern of blue squares horizontal and continue the red squares vertical to reach the edge of the grid. On the square that blue and red squares crosses, color that one pink.","To make the output, you have to...continue the pattern of red squares horizontal and continue the blue squares vertical to reach the edge of the grid. On the square that blue and red squares crosses, color that one yellow.","To make the output, you have to...continue the pattern of red squares vertical and continue the green squares horizontal to reach the edge of the grid. On the square that red and green squares crosses, color that one gray.","To make the output, you have to...continue the pattern of pink squares horizontal and continue the brown squares vertical to reach the edge of the grid. On the square that pink and brown squares crosses, color that one light blue.","To make the output, you have to...continue the pattern of yellow squares horizontal and continue the light blue squares vertical to reach the edge of the grid. On the square that yellow and light blue squares crosses, color that one green.",2
299,be94b721,"To make the output, you have to...fully zoom out pattern of a highest color count among the grid.","To make the output, you have to...partially zoom out pattern of a highest color count among the grid.","To make the output, you have to...fully zoom in pattern of a lowest color count among the grid.","To make the output, you have to...partially zoom in pattern of a lowest color count among the grid.","To make the output, you have to...fully zoom in pattern of a highest color count among the gird.",5
300,beb8660c,"To make the output, you have to...rearrange the lines from smallest at the bottom of the grid to largest at the top. The final row need not be at the top of the grid. The lines should be aligned to the left side.","To make the output, you have to...rearrange the lines from smallest at the bottom of the grid to largest at the top. The final row should be at the top of the grid. The lines should be aligned to the right side.","To make the output, you have to...rearrange the lines from largest at the bottom of the grid to smallest at the top. The final row should be at the top of the grid. The lines should be aligned to the left side.","To make the output, you have to...rearrange the lines from smallest at the bottom of the grid to largest at the top. The final row need not be at the top of the grid. The lines should be aligned to the right side.","To make the output, you have to...rearrange the lines from largest at the bottom of the grid to smallest at the top. The final row need not be at the top of the grid. The lines should be aligned to the right side.",5
301,c0f76784,"To make the output, you have to...fill the center of the smallest square with brown, the middle square with gray color and the biggest square with green.","To make the output, you have to...fill the center of the smallest square with pink, the middle square with orange color and the biggest square with light blue.","To make the output, you have to...fill the center of the smallest rectangle with pink, the middle rectangle with orange color and the biggest rectangle with light blue.","To make the output, you have to...fill the center of the smallest square with green, the middle square with brown color and the biggest square with gray.","To make the output, you have to...fill the center of the biggest square with pink, the middle square with orange color and the smallest square with light blue.",2
302,c1d99e64,"To make the output, you have to...color the black squares that create a diagonal line all the way across the grid red and only those squares red.","To make the output, you have to...color the black squares that create a line vertical or horizontal all the way across the grid blue and only those squares blue.","To make the output, you have to...color the black squares that create a line vertical and horizontal all the way in the middle of the grid red and only those squares red.","To make the output, you have to...color the black rectangles that don't create a line vertical or horizontal all the way across the grid red and only those rectangles red.","To make the output, you have to...color the black squares that create a line vertical or horizontal all the way across the grid red and only those squares red.",5
303,c3e719e8,"To make the output, you have to...notice that you can copy the original 3x3 grid 9 times into the new grid (nine 3x3 patterns) and fill out the new grid in this pattern. Now look at which color is the most common in the input grid and keep that in mind. For example, if blue is the most common color in the input box and the top, left box is blue then copy the entire 3x3 box into the top, left 3x3 area in the new grid. If the bottom, middle box is blue then copy the entire 3x3 grid into the middle top of the new grid. Alternatively, suppose the top right box is red (or any other color that is not the most common) in the input grid...then that top right 3x3 area should be black in the new grid. Keep following that pattern until you're done. The black holes should now correlate to the locations of the colors of the boxes (in the input grid) that were not the most common.","To make the output, you have to...notice that you can copy the original 3x3 grid 9 times into the new grid (nine 3x3 patterns) and fill out the new grid in this pattern. Now look at which color is the most popular in the input grid and keep that in mind. For example, if black is the most common color in the input box and the middle box is black then copy the entire 3x3 box into the middle 3x3 area in the new grid. If the top, left box is grey then copy the entire 3x3 grid into the middle top of the new grid. Despite this, suppose the middle box is yellow (or any other color that is not the most common) in the input grid...then that middle 3x3 area should be white in the new grid. Keep neglecting that pattern until you're done. The white spaces should now correlate to the locations of the colors of the boxes (in the input grid) that were the most common.","To make the output, you have to...notice that you can duplicate the original 2x2 grid 4 times into the new grid and fill out the new grid in this pattern. Now inspect which color is the most uncommon in the input grid and remember that. For example, if red is the least common color in the input box and the bottom, right box is red then copy the entire 2x2 box into the bottom, right 2x2 area in the new grid. If the top, left box is blue then copy the entire 2x2 grid into the top left of the new grid. Conversely, suppose the top left box is yellow (or any other color that is not the least common) in the input grid...then that top left 2x2 area should be black in the new grid. Keep following that pattern until you're done. The black holes should now correlate to the locations of the colors of the boxes (in the input grid) that were not the least common.","To make the output, you have to...observe that you can clone the original 4x4 grid 7 times into the new grid (seven 4x4 patterns) and fill out the new grid in this pattern. Now look at which color is the least frequent in the input grid and keep that in mind. For example, if pink is the most rare color in the input box and the middle box is pink then copy the entire 4x4 box into the middle 4x4 area in the new grid. If the bottom, middle box is green then copy the entire 4x4 grid into the bottom middle of the new grid. Alternatively, suppose the top right box is grey (or any other color that is not the most rare) in the input grid...then that top right 4x4 area should be black in the new grid. Keep abiding by that pattern until you're done. The black holes should now correlate to the locations of the colors of the boxes (in the input grid) that were not the most rare.","To make the output, you have to...recognize that you can't copy the original 3x3 grid 9 times into the new grid (nine 3x3 patterns) and fill out the new grid in this pattern. Now look at which color is the least common in the input grid and ignore that. For example, if blue is the least common color in the input box and the top, left box is blue then avoid the entire 3x3 box into the top, left 3x3 area in the new grid. Suppose the top right box is red (or any other color that is the most common) in the input grid...then that top right 3x3 area should be white in the new grid. Continue ignoring that pattern until you're done. The colored holes should now correlate to the locations of the colors of the boxes (in the input grid) that were the most common.",1
304,c3f564a4,"To make the output, you have to...fill in black tiles with the same tile pattern in the vertical lines.","To make the output, you have to...fill in black tiles with the same tile pattern in the horizontal lines.","To make the output, you have to...fill in gray tiles with the same tile pattern in the diagonal lines.","To make the output, you have to...fill in black tiles with different tile pattern in the diagonal lines.","To make the output, you have to...fill in black tiles with the same tile pattern in the diagonal lines.",5
305,c444b776,"To make the output, you have to...replace the color in one section with any other section.","To make the output, you have to...move the color in one section to any other section.","To make the output, you have to...transfer the color in one section to any other section.","To make the output, you have to...remove the color in one section from any other section.","To make the output, you have to...copy the color in one section to any other section.",5
306,c59eb873,"To make the output, you have to...split each block into a 2x2 square in the different color as the original block. So, each block from the original input grid will become a 2x2 block of 4 squares of a different color from the original block.","To make the output, you have to...split each block into a 3x3 square in the same color as the original block. So, each block from the original input grid will become a 3x3 block of 4 squares of the same color as the original block.","To make the output, you have to...divide each block into a 4x4 square in the same color as the original block. So, each block from the original input grid will become a 4x4 block of 4 squares of the same color as the original block.","To make the output, you have to...divide each block into a 2x2 square in a randomly selected color. So, each block from the original input grid will become a 2x2 block of 4 squares of random color.","To make the output, you have to...divide each block into a 2x2 square in the same color as the original block. So, each block from the original input grid will become a 2x2 block of 4 squares of the same color as the original block.",5
307,c8cbb738,"To make the output, you have to...put none of the sets of pixels on top of each other keeping all colors the similar. Leave any left over blocks the color of the original backdrop.","To make the output, you have to...place all the groups of pixels beside each other keeping all colors different. Leave any left over blocks the color of the new object.","To make the output, you have to...place all the groups of pixels on top of each other keeping all colors the same. Leave any left over blocks the color of the original background.","To make the output, you have to...place all parts of the pixels on underneath of each other keeping all colors the same. Leave any left over blocks the color of the fresh background.","To make the output, you have to...place some of the groups of pixels on the bottom of each other changing all colors. Leave any left over blocks the color of the original background.",3
308,c8f0f002,"To make the output, you have to...change the red pixels into grey one.","To make the output, you have to...change the orange pixels into grey one.","To make the output, you have to...change the black pixels into grey one.","To make the output, you have to...change the orange pixels into black one.","To make the output, you have to...change the grey pixels into orange one.",2
309,c909285e,"To make the output, you have to...count the number of squares in the grey border and resize the output to that number. Then you color all the stars to match the input.","To make the output, you have to...count the number of squares in the colored border and resize the output to that number. Then you color all the blocks to match the input.","To make the output, you have to...count the number of circles in the colored border and resize the output to that number. Then you color all the blocks to match the input.","To make the output, you have to...measure the length of squares in the colored border and resize the output to that number. Then you draw all the squares to match the input.","To make the output, you have to...count the number of spheres in the colored border and resize the output to that number. Then you sketch all the shapes to match the input.",2
310,c9e6f938,"To make the output, you have to...make the pattern mirror as top-bottom with double the height and the same row.","To make the output, you have to...make the pattern mirror as top-bottom with the same height and twice the row.","To make the output, you have to...make the pattern mirror as left-right with the same height and twice the row.","To make the output, you have to...make the pattern mirror as left-right with the same height and half the row.","To make the output, you have to...make the pattern mirror as left-right with half the height and twice the row.",3
311,c9f8e694,"To make the output, you have to...color the horizontal rectangles in the same pattern as the vertical colors.","To make the output, you have to...color the horizontal blocks in the same pattern as the circular colors.","To make the output, you have to...color the vertical rectangles in the same pattern as the horizontal colors. ","To make the output, you have to...color the diagonal blocks in the same pattern as the vertical colors.","To make the output, you have to...color the horizontal blocks the same pattern as the vertical colors.",5
312,caa06a1f,"To make the output, you have to...duplicate the entire grid, then fill in the hollow color to exactly oppose the checker pattern. Finally result should be plain patterned.","To make the output, you have to...remove the entire grid, then fill in the solid color to exactly match the checker pattern. Finally result should be checker patterned.","To make the output, you have to...duplicate the entire grid, then emptiness to exactly match the checker pattern. Finally result should be checker patterned.","To make the output, you have to...duplicate the entire grid, then fill in the solid color to mismatch the checker pattern. Finally result should not be checker patterned.","To make the output, you have to...duplicate the entire grid, then fill in the solid color to exactly match the checker pattern. Finally result should be entirely checker patterned.",5
313,cbded52d,"To make the output, you have to...make each across and down row identical, matching the first block in each row to the end blocks.","To make the output, you have to...randomly distribute colors on the grid, irrespective of the middle block or end blocks in each row.","To make the output, you have to...make each vertical and horizontal row identical, altering the middle block in each row to the end blocks.","To make the output, you have to...make each across and down row different, matching the middle block in each row to the end blocks.","To make the output, you have to...make each across and down row identical, matching the middle block in each row to the end blocks.",5
314,cce03e0d,"To make the output, you have to...visualize the output grid as eight 4x4 blocks. The red squares on your input indicate which 'blocks' in your 8x8 grid you should work in. Copy the 4x4 input pattern to the 'blocks' indicated by the location of the red squares.","To make the output, you have to...visualize the output grid as ten 2x2 blocks. The red squares on your input indicate which 'blocks' in your 10x10 grid you should work in. Copy the 3x3 input pattern to the 'blocks' indicated by the location of the red squares.","To make the output, you have to...visualize the output grid as twelve 4x4 blocks. The red squares on your input indicate which 'blocks' in your 8x8 grid you should work in. Copy the 3x3 input pattern to the 'blocks' indicated by the location of the blue squares.","To make the output, you have to...visualize the output grid as nine 3x3 blocks. The green squares on your input indicate which 'blocks' in your 9x9 grid you should work in. Copy the 3x3 input pattern to the 'blocks' indicated by the location of the green squares.","To make the output, you have to...visualize the output grid as nine 3x3 blocks. The red squares on your input indicate which 'blocks' in your 9x9 grid you should work in. Copy the 3x3 input pattern to the 'blocks' indicated by the location of the red squares.",5
315,cdecee7f,"To make the output, you have to...follow the input grid colored squares from left to right. The left most color will be in the top left. The next colored square will to to the right. Each colored square will get its own square in the output. Continue this until you reach the top right corner of the output grid size. Then the next colored square will go under the top right and then they will fill in output grid to the left until it reaches the left edge. Then the it will go below that and continue to the right again. Do this until all of the colored squares from the input grid are used. The remaining squares in the output grid will be black.","To make the output, you have to...follow the input grid colored squares from top to bottom. The top most color will be in the top right. The next colored square will go below. Each colored square will get its own square in the output. Continue this until you reach the bottom right corner of the output grid size. Then the next colored square will go under the top right and then they will fill in output grid to the right until it reaches the right edge. Then the it will go below that and continue to the left again. Do this until all of the colored squares from the input grid are used. The remaining squares in the output grid will be yellow.","To make the output, you have to...follow the input grid colored squares from right to left. The right most color will be in the top left. The next colored square will be to the right. Each colored square will get its own square in the output. Continue this until you reach the top right corner of the output grid size. Then the next colored square will go under the top right and then they will fill in output grid to the left until it reaches the left edge. Then the it will go below that and continue to the right again. Do this until all of the colored squares from the input grid are used. The remaining squares in the output grid will be red.","To make the output, you have to...follow the input grid colored squares from left to right. The left most color will be in the bottom right. The next colored square will go to the left. Each colored square will get its own square in the output. Continue this until you reach the top left corner of the output grid size. Then the next colored square will go under the top right and then they will fill in output grid to the left until it reaches the left edge. Then the it will go below that and continue to the right again. Do this until all of the colored squares from the input grid are used. The remaining squares in the output grid will be blue.","To make the output, you have to...follow the input grid colored squares from top to bottom. The top most color will be in the top left. The next colored square will to be below. Each colored square will get its own square in the output. Continue this until you reach the bottom left corner of the output grid size. Then the next colored square will go under the top right and then they will fill in output grid to the right until it reaches the right edge. Then it will go below that and continue to the left again. Do this until all of the colored squares from the input grid are used. The remaining squares in the output grid will be green.",1
316,ce22a75a,"To make the output, you have to...change every gray square and the 9 pixels around it into pink.","To make the output, you have to...change every blue square and the 9 squares around it into light blue.","To make the output, you have to...change every brown square and the 9 squares around it into red.","To make the output, you have to...change every pink square and the 9 squares around it into gray.","To make the output, you have to...change every gray square and the 9 squares around it into blue.",5
317,ce4f8723,"To make the output, you have to...consider the long input as two sections as 4x4 grids, consider that the two sections as two.. then the leave that black spaces as black then point the colored blocks as green.","To make the output, you have to...consider the short input as two sections as 4x4 grids, consider that the two sections as one.. then the leave that black spaces as black then point the colored blocks as green.","To make the output, you have to...consider the long input as three sections as 4x4 grids, consider that the three sections as one.. then the leave that black spaces as black then point the colored blocks as green.","To make the output, you have to...consider the long input as two sections as 4x4 grids, consider that the two sections as one.. then the leave that black spaces as black then point the colored blocks as red.","To make the output, you have to...consider the long input as two sections as 4x4 grids, consider that the two sections as one.. then the leave that black spaces as black then point the colored blocks as green.",5
318,ce602527,"To make the output, you have to...repaint all three objects in the output grid, each with different shades, and then review whether it is correct or not.","To make the output, you have to...clone one of the three objects, each with different colors, onto the output grid, and then check whether it is correct or not.","To make the output, you have to...replicate two out of the ten objects, each with different colors, onto the output grid, and then check whether it is correct or not.","To make the output, you have to...duplicate all of the objects, each with similar colors, onto the output grid, and then verify whether it is correct or not.","To make the output, you have to...replicate two out of the three objects, each with different colors, onto the output grid, and then check whether it is correct or not.",5
319,ce9e57f2,"To make the output, you have to...change the lower half of the light blue bars to red and the upper half remain light blue. If there are an even number of squares in the bar, the light blue squares and red squares should be even. If there are an odd number of squares in a bar, there should be one more upper light blue squares than there are lower red squares.","To make the output, you have to...change the lower half of the blue bars to pink and the upper half remain blue. If there are an even number of squares in the bar, the blue squares and pink squares should be even. If there are an odd number of squares in a bar, there should be one more upper blue squares than there are lower pink squares.","To make the output, you have to...change the lower half of the red bars to light blue and the upper half remain red. If there are an even number of squares in the bar, the red squares and light blue squares should be even. If there are an odd number of squares in a bar, there should be one more upper red squares than there are lower blue squares.","To make the output, you have to...change the upper half of the red bars to green and the lower half remain red. If there are an even number of squares in the bar, the red squares and green squares should be even. If there are an odd number of squares in a bar, there should be one more lower red squares than there are upper blue squares.","To make the output, you have to...change the upper half of the green bars to yellow and the lower half remain green. If there are an even number of squares in the bar, the green squares and yellow squares should be even. If there are an odd number of squares in a bar, there should be one more lower green squares than there are upper yellow squares.",3
320,cf98881b,"To make the output, you have to...copy the blue pattern first, then overlay the yellow pattern over that, finally overlay the brown pattern over that as well. The brown pattern will be most visible.","To make the output, you have to...copy the blue pattern first, then overlay the brown pattern over that, finally overlay the yellow pattern over that as well. The yellow pattern will be most visible.","To make the output, you have to...copy the brown pattern first, then overlay the yellow pattern over that, finally overlay the blue pattern over that as well. The yellow pattern will be most visible.","To make the output, you have to...copy the yellow pattern first, then overlay the brown pattern over that, finally overlay the blue pattern over that as well. The blue pattern will be most visible.","To make the output, you have to...copy the brown pattern first, then overlay the blue pattern over that, finally overlay the yellow pattern over that as well. The brown pattern will be most visible.",2
321,d037b0a7,"To make the output, you have to...wherever you see a color other than yellow make rectangles left to that color the same color across to the border.","To make the output, you have to...wherever you spot a color other than brown make circle to the right of that color the same color sideways to the border.","To make the output, you have to...wherever you see a color other than black make squares below that color the same color down to the border.","To make the output, you have to...wherever you see a color other than white make squares right to that color the same color until the border.","To make the output, you have to...wherever you see a black color make squares above that color the same color up to the border.",3
322,d06dbe63,"To make the output, you have to...use just brown blocks add blocks to the left of the green box, add two left, and then two to the down. Right the green box add brown blocks, two right and then two to the up. Repeat this pattern to the edge of the grid.","To make the output, you have to...use just blue blocks to the top of the grey box, add two up, and then two to the left. Below the grey box add blue blocks, two down and then two to the right. Repeat this pattern to the edge of the grid. ","To make the output, you have to...use just red blocks add blocks to the bottom of the yellow box, add two down, and then two to the right. Above the yellow box add red blocks, two up and then two to the left. Repeat this pattern to the edge of the grid.","To make the output, you have to...use just pink blocks add blocks to the right of the black box, add two right, and then two to the up. Left the black box add pink blocks, two left and then two to the down. Repeat this pattern to the edge of the grid.","To make the output, you have to...use just grey blocks add blocks to the top of the blue box, add two up, and then two to the right. Below the blue box add grey blocks, two down and then two to the left. Repeat this pattern to the edge of the grid.",5
323,d07ae81c,"To make the output, you have to...draw from single rectangle to diagonal out. For the new lines, make sure to keep the same color on foreground that is there before.","To make the output, you have to...erase from single square to diagonal out. For the new lines, make sure to change the color on background that is there before.","To make the output, you have to...draw from double square to vertical out. For the old lines, make sure to change the color on background that is there before.","To make the output, you have to...draw from single square to diagonal out. For the new lines, make sure to keep the same color on background that is there before.","To make the output, you have to...draw from single square to horizontal in. For the new lines, make sure to keep the opposite color on background that is there before.",4
324,d0f5fe59,"To make the output, you have to...take the same color as the shapes in the input grid and create a line from the base right corner to the top left corner.","To make the output, you have to...take a different color than the shapes in the input grid and create a line from the top left corner to the base right corner.","To make the output, you have to...take the same color as the shapes in the input grid and create a line from the base left corner to the top right corner.","To make the output, you have to...take the same color as the shapes in the input grid and create a line from the top left corner to the base right corner.","To make the output, you have to...take the same color as the shapes in the input grid and create a line from the top right corner to the base left corner.",4
325,d10ecb37,"To make the output, you have to...copy the colors used in the bottom right corner of four squares of the grid and make them the corresponding colors on the output 2x2 grid. So if the bottom right has a blue square, then a green square with a red square above the blue square and a yellow square above the green square, then those would be placed in the corresponding squares on the output grid.","To make the output, you have to...copy the colors used in the top right corner of four squares of the grid and make them the corresponding colors on the output 2x2 grid. So if the top right has a red square, then a blue square with a yellow square below the red square and a green square below the blue square, then those would be placed in the corresponding squares on the output grid.","To make the output, you have to...copy the colors used in the bottom left corner of four squares of the grid and make them the corresponding colors on the output 2x2 grid. So if the bottom left has a green square, then a red square with a blue square above the green square and a yellow square above the red square, then those would be placed in the corresponding squares on the output grid.","To make the output, you have to...copy the colors used in the center of four squares of the grid and make them the corresponding colors on the output 2x2 grid. So if the center has a yellow square, then a green square with a red square above the yellow square and a blue square above the green square, then those would be placed in the corresponding squares on the output grid.","To make the output, you have to...copy the colors used in the top left corner of four squares of the grid and make them the corresponding colors on the output 2x2 grid. So if the top left has a red square, then a yellow square with a blue square below the red square and a green square below the yellow square, then those would be placed in the corresponding squares on the output grid.",5
326,d13f3404,"To make the output, you have to...duplicate the pattern from the initial corner to the other corner of the smaller grid.","To make the output, you have to...repeat the pattern from the original edge to the other edge of the new bigger grid.","To make the output, you have to...duplicate the pattern from the original corner to the other edge of the new bigger grid.","To make the output, you have to...repeat the pattern from the original corner to the other corner of the new bigger grid.","To make the output, you have to...repeat the pattern from the initial edge to the other edge of the smaller grid.",4
327,d22278a0,"To make the output, you have to...draw checkerboard patterns from the corner, without crossing the middle horizontal or vertical to the same color.","To make the output, you have to...draw same patterns from the corner, making sure to pass through the middle horizontally and vertically to a different color.","To make the output, you have to...draw alternating square shapes from the middle, trying to cross the corner horizontally and vertically to the same color.","To make the output, you have to...draw uniform square shapes from the side, attempting to cross the middle horizontally and vertically to another color.","To make the output, you have to...draw alternating squares from the corner without crossing the middle horizontal or vertical to another color.",5
