task_id,task_name,shuffled_description1,shuffled_description2,shuffled_description3,shuffled_description4,shuffled_description5,answer
323,d07ae81c.json,"To make the output, you have to... begin from left rectangle towards the right. For new lines, try to adjust the color matching the foreground.","To make the output, you have to... start from the top triangle and radiate inward. Helps if you retain the initial color on foreground.","To make the output, you have to... sketch from the center circle to boundary. For the new lines, change the color to the one contrasting the background.","To make the output, you have to... trace from the outer circle to the inner. Ensure to apply a different color for the new lines contrasting the previous color.","To make the output, you have to...draw from single square to diagonal out. For the new lines, make sure to keep the same color on background that is there before.",5
324,d0f5fe59.json,"To make the output, you have to...take the same color as the shapes in the input grid and create a line from the top left corner to the base right corner.","To make the output, you have to...flip the input grid diagonally and change the color of the top left corner.","To make the output, you have to...draw the same shape as provided on the bottom right of the grid.","To make the output, you have to...fill all the blocks on the grid with blue color.","To make the output, you have to...mix the colors of the shapes given in the input corner.",1
325,d10ecb37.json,"To make the output, you have to...pick any colors randomly in the top left corner of four squares of the grid and scatter them on the output 2x2 grid. ","To make the output, you have to...choose the colors from the center of four squares of the grid and position them on the same location on the output grid.","To make the output, you have to...select the colors located in the bottom right corner of four squares of the grid and arrange them haphazardly on the output grid.","To make the output, you have to...copy the colors used in the top left corner of four squares of the grid and make them the corresponding colors on the output 2x2 grid. So if the top left has a red square, then a yellow square with a blue square below the red square and a green square below the yellow square, then those would be placed in the corresponding squares on the output grid.","To make the output, you have to...designate the colors found only in the top right corner of four squares of the grid and discard them in the corresponding squares on the output grid.",4
326,d13f3404.json,"To make the output, you have to...shift the pattern from the starting point to the end row of the same sized canvas.","To make the output, you have to...flip the pattern from the top to the bottom of the old smaller grid.","To make the output, you have to...rotate the pattern from one side to another within the existing grid.","To make the output, you have to...truncate the pattern from the center to the edges of the new smaller grid.","To make the output, you have to...repeat the pattern from the original corner to the other corner of the new bigger grid.",5
327,d22278a0.json,"To make the output, you have to...draw alternating squares from the corner without crossing the middle horizontal or vertical to another color.","To make the output, you have to...color each square entirely in one color without blending.","To make the output, you have to...circle the perimeter without shading the inside.","To make the output, you have to...use only yellow to paint the edges without using orange on the same segment.","To make the output, you have to...diagonally cut across the square from the top right corner.",1
328,d23f8c26.json,"To make the output, you have to... turn everything black, but keep the middle vertical line of colored squares.","To make the output, you have to... fill the entire frame with color, leaving no black space.","To make the output, you have to... erase the center line and then fill everything black.","To make the output, you have to... change all colors to white but maintain the colored squares on the bottom line.","To make the output, you have to... reverse colors and keep the middle horizontal line of colored squares.",1
329,d2abd087.json,"To make the output, you have to...erase all the squares from the input grid, and then redraw the entire grid from scratch.","To make the output, you have to...copy the input grid. Then count how many gray squares make up each of the individual shapes. If the shape uses (6) gray squares, change those gray squares to red. If the shape has any other number of gray squares, change the gray squares to blue.","To make the output, you have to...leave the gray squares as they are, and instead focus on changing the white squares to blue or red.","To make the output, you have to...rotate the input grid counterclockwise by 90 degrees, then replace all the gray squares with black squares.","To make the output, you have to...identify the shapes made from green squares. If the shape uses (6) green squares, turn it yellow. If it uses a different number of green squares, turn it purple.",2
330,d364b489.json,"To make the output, you have to...place a orange square to the space left of any blue square, a red square in the space above any blue square, a purple square to the space on the right of any blue square and a light blue square to the space below any blue square.","To make the output, you have to...insert a yellow hexagon to the left of any blue triangle, a red circle above any blue triangle, a purple diamond to the right of any blue triangle and a light blue pentagon below any blue triangle.","To make the output, you have to...place an apple next to any banana, a cherry on top of any banana, a plum next to the banana and a peach under any banana.","To make the output, you have to... place a light blue square to the right of any purple square, a red square below any orange square, a purple square above any red square and an orange square to the left of any light blue square.","To make the output, you have to...distribute green squares on any empty spots, place pink squares randomly on the canvas, scatter black squares randomly and align yellow squares using a grid pattern.",1
331,d406998b.json,"To make the output, you have to... Starting with first vertical, change gray to green every other vertical.","To make the output, you have to... Starting with second vertical, change green to gray every other vertical.","To make the output, you have to... Starting with second vertical, change gray to blue every other vertical.","To make the output, you have to... Starting with second vertical, change gray to green every other vertical.","To make the output, you have to... Starting with second horizontal, change gray to green every other vertical.",4
332,d43fd935.json,"To make the output, you have to...fill the square directly to the right of the green square with the same color.","To make the output, you have to...circle the squares that are diagonal to the green square.","To make the output, you have to...change the color of the green square to the color of its adjacent squares.","To make the output, you have to...paint the perimeter of the square green.","To make the output, you have to...fill the same color of any square that is vertical or horizontal to the corner of the green square.",5
333,d4469b4b.json,"To make the output, you have to... lay out a 5x5 grid. If the input grid has brown figures, the output should be light yellow with blue in the center column (making a blue vertical line in the center). If the input grid has black figures, the output should be light yellow with blue on the first and last row (making two blue horizontal lines). If the input grid has pink symbols, the output should be light yellow with blue in the first and last column (making two blue vertical lines).","To make the output, you have to... design a 4x4 grid. If the input grid has red shapes, the output should be light blue with brown in the middle two slots (making a brown line). If the input grid has blue shapes, the output should be light blue with brown on the extreme right (making a brown L shape). If the input grid has green shapes, the output should be light blue with brown in the upper left, upper right, lower left and lower right (making a brown X shape). ","To make the output, you have to... make a 3x3 grid. If the input grid has blue shapes, the output should be light grey with black in the four corners (making a grey plus sign). If the input grid has red shapes, the output should be light grey with black on the lower left, middle left, middle right and lower right (making a grey T shape). If the input grid has green shapes, the output should be light grey with black in the upper left, middle left, upper center and middle center (making a 2x2 black square in the upper left).","To make the output, you have to... build a 3x3 grid. If the input grid has pink shapes, the output should be light green with black diagonally (making a green diagonal line). If the input grid has yellow shapes, the output should be light green with black in the center and four corners (making a 5-pointed star shape). If the input grid has cyan shapes, the output should be light green with black in the right edge (making a black-vertical line on the right). ","To make the output, you have to... create a 2x2 grid. If the input grid has orange circles, the output should be dark grey with red in the four corners (making a red cross sign). If the input grid has yellow triangles, the output should be dark grey with red in the upper left, middle left, middle right and upper right (making a red Y shape). If the input grid has purple squares, the output should be dark grey with red in the lower left, middle right, upper center and middle center (making a 2x2 red square in the lower right). ",3
334,d4a91cb9.json,"To make the output, you have to...delete the intersections on the silver grid, then trace the remaining lines of the silver grid using the brown marker.","To make the output, you have to...draw an upward line with green where the blue grid's column intersect. then continue the green grid above the blue grid.","To make the output, you have to...use a pink marker to circle all points on the black grid where it intersects with the white grid.","To make the output, you have to...connect the dots on the orange grid using a purple line and extend it towards the border of the orange grid.","To make the output, you have to...draw a down line with yellow to which the red grid's row meet. and continue the yellow grid to the side of the red grid.",5
335,d4f3cd78.json,"To make the output, you have to...color the white area with dark green and then draw a circle in the center of the grid.","To make the output, you have to...paint the grid in rainbow colors and mark the middle square as the starting point.","To make the output, you have to...fill the gray with light blue then extend a line out the empty spot to the the end of the grid.","To make the output, you have to...use red to highlight the corners and connect them with a curvy line.","To make the output, you have to...cover the grid with black color and then draw a diagonal line from the top left to the bottom right.",3
336,d511f180.json,"To make the output, you have to...change all gray squares to light blue and all light blue squares to gray. Everything else keep the same as input.","To make the output, you have to...change all red circles to green and all green circles to red. Everything else keep the same as input.","To make the output, you have to...switch all the large stars to small stars and all the small stars to large stars. Everything else keep the same as input.","To make the output, you have to...invert all dark shapes to light and all light shapes to dark. Everything else keep the same as input.","To make the output, you have to...replace all horizontal stripes with vertical stripes and all vertical stripes with horizontal stripes. Everything else keep the same as input.",1
337,d5d6de2d.json,"To make the output, you have to...stitch patterns onto the boxes, then cover the entire box with clear tape.","To make the output, you have to...paint the corners of the boxes in red, then blur the outlines of the boxes.","To make the output, you have to...fill in the holes of the boxes with green, then black out the outlines of the boxes.","To make the output, you have to...write numbers inside the boxes, then erase around the edges of the boxes.","To make the output, you have to...cut out the circles on the boxes, then draw over the lines with blue.",3
338,d631b094.json,"To make the output, you have to...replace all colored blocks on the input grid with blank spaces.","To make the output, you have to...flip the colored input grid blocks vertically.","To make the output, you have to...rotate the colored blocks from the input grid in a clockwise direction.","To make the output, you have to...remove all the colored blocks from the input grid.","To make the output, you have to...color the whole output grid the color of the colored input grid blocks so there is a horizontal line of colored blocks.",5
339,d687bc17.json,"To make the output, you have to...copy and paste the entire box. In the end, almost all of the center boxes will be black. Look at the top of the grid; if there are boxes the same color as those on top, move it up to touch the top and then color black any boxes of same color that are left in the middle. Next, look at the right side of the grid, if there are any boxes the same color as the right side, move it up to touch the right side and then color black any boxes of same color that are left in the middle. Repeat these steps for the bottom and left side of the grid.","To make the output, you have to...firstly, change all the colors of the boxes in the middle to black. After that, align top colored boxes with the middle ones. Next, move the right side colored boxes to align with the middle ones. Then do the same for the bottom and left side of the grid.","To make the output, you have to...initiate by changing the hue of all middle boxes to black. Then, shift the position of top boxes to be in the middle. Afterwards, move up the right side boxes to be in the middle and rotate them to align with top boxes. Directly afterwards, repeat this for the bottom and left side boxes. ","To make the output, you have to...start by replacing all middle boxes with black ones. Then establish a path for the top boxes to move down to the middle. Subsequently, shift right side boxes towards the center and rotate them to match. Perform these steps repeatedly for the bottom and left boxes until the grid is filled.","To make the output, you have to...swap all the colored boxes in the middle with white boxes. Then, match the color of the top boxes with the middle boxes. Subsequently, use the color of right side boxes to paint the middle boxes. Lastly, process the bottom and left side of the grid in the same way.",1
340,d6ad076f.json,"To make the output, you have to...rotate the input grid by 90 degrees and maintain the shapes as they are. The size isn't important.","To make the output, you have to...split the input grid into two equal parts and color them with different colors. Ignore the size factor.","To make the output, you have to...copy the input grid and connect the two shapes with the blue grid.it must be smaller than the size of the small input shape.","To make the output, you have to...remove the input grid and replace it with a red one. The size of the grid shouldn't be considered.","To make the output, you have to...overlay the input grid with a green one, the size of the input shapes isn't relevant.",3
341,d89b689b.json,"To make the output, you have to...maintain the same colors in the 2x2 grid as in the input grid.","To make the output, you have to...change only one color in each 2x2 grid.","To make the output, you have to...remove all the colors from the input grid and leave it blank.","To make the output, you have to...use only a single color to fill the complete grid.","To make the output, you have to...replace 2x2 same grid color with all other four different colors that in input grid. each 2x2 grid color are different in output grid 2x2.",5
342,d8c310e9.json,"To make the output, you have to...install the pattern on the ceiling.","To make the output, you have to...connect the repeating pattern continuously to the right end.","To make the output, you have to...minimize the vibrant pattern on the surface.","To make the output, you have to...change the pattern?Ã¯Â¿Â½s color to light blue.","To make the output, you have to...disconnect the pattern from the left end.",2
343,d90796e8.json,"To make the output, you have to...find all instances of blue and red pixels, and swap their places.","To make the output, you have to...rearrange the pixels in a random pattern, altering colours is not necessary.","To make the output, you have to...replace the entire image with a green filter overlay.","To make the output, you have to...merge any adjacent green and red pixels into yellow ones, disregarding their position.","To make the output, you have to...copy the exact entire image. Where ever a green and red pixel touch on their sides (not diagonal/corners), replace the green pixel with light blue, and replace the red pixel with black. (remove it)",5
344,d9f24cd1.json,"To make the output, you have to...expand each green dot sideways so it forms a horizontal line. The green pixel must alter course as it approaches the white pixel above and keep going sideways.","To make the output, you have to...extend each red dot straight up so it forms a vertical line. The red pixel must change direction as it reaches the grey pixel to the right and continue straight up.","To make the output, you have to...diminish each yellow dot diagonally so it forms an angled line. The yellow pixel must divert direction as it encounters the brown pixel below and persist diagonally.","To make the output, you have to...elevate each purple dot in a curved path so it forms a semi-circle. The purple pixel must deviate direction when it crosses the orange pixel to the left and proceed in a curved path.","To make the output, you have to...lower each blue dot straight down so it forms a horizontal line. The blue pixel must shift direction when it nears the black pixel to the left and continue straight down.",2
345,d9fac9be.json,"To make the output, you have to...extract the border blocks of the input grid and color them differently.","To make the output, you have to...zoom into the different colored center block from the input grid and make it the only colored block.","To make the output, you have to...turn the center block of the input grid into the only gray block.","To make the output, you have to...change all the colors of the blocks in the input grid.","To make the output, you have to...keep the input grid unchanged.",2
346,dae9d2b5.json,"To make the output, you have to...take a screenshot of the left-side of the input and paste it onto the output. Then, fill the entire grid with green, followed by changing each green square to orange, hence creating an output of only orange and white.","To make the output, you have to...copy and paste the left-side of the input (the yellow side) onto the output grid. Then, draw the green pattern on the output grid on top of the yellow (do not copy and paste because the black will overwrite the yellow). Your output grid should now have green and yellow on a black background. Then, recolor each green and yellow square pink, so your output is only pink and black.","To make the output, you have to...delete everything from the input side and redraw the pattern on the output side using blue and red. Then, color the entire grid yellow.","To make the output, you have to...copy the right-side of the input grid onto the output grid. Then, draw the red pattern over the blue, and recolor each red and blue square purple, giving an output of only purple and white.","To make the output, you have to...simply mirror the right-side of the input on the output side, followed by erasing all the colors and replacing them with white and grey.",2
347,db3e9e38.json,"To make the output, you have to... begin at each edge, alternate colors between green and yellow, and collapse the line by two blocks every time. So the colors should be green in the center, then yellow, then green, then yellow.","To make the output, you have to...copy-paste the input. starting on each side, alternate colors between orange and light blue, and decreasing the line by one block. So the colors should be orange in middle, then light blue, then orange, then light blue.","To make the output, you have to... start from one corner, alternate colors between black and white, and decrease the line by one block each time. The colors should be black in the middle, then white, then black, then white.","To make the output, you have to... start at the middle and alternate between pink and violet, each time reducing the line by one block. So the colors should be pink at the center, then violet, then pink, then violet.","To make the output, you have to... start from the middle and alternate between red and blue, without altering the line size. The colors should be red at the center, then blue, then red, then blue.",2
348,db93a21d.json,"To make the output, you have to...place a purple hexagon around each green octagon. The hexagon's side length should be identical to a quarter of the octagon's diameter. Draw a horizontal line of yellow triangles in the spaces below the hexagons. The triangles should align with the octagons and be the same size as them. If a yellow line intersects a hexagon, let the hexagon stay intact. Don't color over any purple.","To make the output, you have to...put a green border around each red square. The thickness of the green border should equal one half of the thickness of the red square (if the square is 6 squares across then the green border should be three squares deep around it). Fill the black squares below the red and green squares with a vertical line of blue squares. The blue squares should be in the same vertical row as the red square and should be the same width as the red square. If the blue line should intersect with a green box, then the green box should stay. Don't color over any green.","To make the output, you have to...add a pink border around each blue circle. The thickness of the pink border should equal one third of the diameter of the circle. Fill empty spaces between the circles with a horizontal line of yellow squares. The yellow squares should be in the same horizontal row as the blue circle and should be the same size as the circle. If the yellow line runs into a pink box, let the pink box remain. Do not color over any pink.","To make the output, you have to...draw an orange rectangle around each violet triangle. The thickness of the rectangle should be double the triangle's length. Fill the white polygons below the triangles with a diagonal line of red circles. These red circles should be the same size as the triangle. If a red line should intersect a violet triangle, leave the triangle undisturbed. Don't color over any violet.","To make the output, you have to...sketch a brown ellipse around every yellow diamond. The minor axis of the ellipse should be proportionate to the diamond's length. Place a row of vertical green circles underneath the diamonds. These circles should be as wide as the diamond. If the green line should cross an ellipse, then the ellipse should remain. Don't cover any brown.",2
349,dbc1a6ce.json,"To make the output, you have to...study the white circle that is found on the same column but different rows. Illustrate a disjointed purple circle beside the white circle at the same column and different rows.","To make the output, you have to...scrutinize the red hexagon residing in the same row but different line. Trace a detached gray hexagon next to the red hexagon at the same row and different line.","To make the output, you have to...examine the yellow triangle positioned in varied lines and columns. Design an isolated orange triangle enclosing the yellow triangle at varied lines and columns.","To make the output, you have to...inspect the pink cube located in different rows and lines. Sketch a separated green cube around the pink cube in different lines and rows.","To make the output, you have to...check the dark blue grid which is at the same row and same line. draw a connected light blue grid between the dark blue grid at the same row and line.",5
350,dc0a314f.json,"To make the output, you have to...construct a model out of toothpicks, replicating the Eiffel Tower.","To make the output, you have to...bake a cherry pie from scratch, following a grandmother's handwritten recipe.","To make the output, you have to...paint the green square to match the patten of the mosaic, like the missing puzzle piece.","To make the output, you have to...recite the entire periodic table from memory.","To make the output, you have to...write a program in Python to solve the Rubik's cube.",3
351,dc1df850.json,"To make the output, you have to...fill in all the red squares with blue color completely.","To make the output, you have to...draw a blue border that is two squares wide around the red squares.","To make the output, you have to...surround the green squares, not the red ones, with a blue border that is one square wide.","To make the output, you have to...remove all the red squares and replace them with blue squares.","To make the output, you have to...surround only the red squares with a blue border that is one square wide.",5
352,dc433765.json,"To make the output, you have to...move the yellow square one block away from the green square, regardless of the direction.","To make the output, you have to...keep the yellow and green squares at a constant distance of three blocks.","To make the output, you have to...place the green square exactly two blocks away from the yellow square under any circumstance.","To make the output, you have to...switch the positions of the yellow and green squares.","To make the output, you have to...move the green square one block closer to the yellow square, no matter if it is horizontal, diagonal, or vertical.",5
353,ddf7fa4f.json,"To make the output, you have to...fill the gray area with the colors corresponding with the colored block in the first row.","To make the output, you have to...shade the numbered squares in shades of grey.","To make the output, you have to...completely fill the grid with a single colour.","To make the output, you have to...leave the gray area as it is and colour the edges instead.","To make the output, you have to...remove all colours and leave the field in grayscale.",1
354,de1cd16c.json,"To make the output, you have to...identify the smallest grid and color it completely.","To make the output, you have to...look for the colored grid with the largest number of colored squares and use that color.","To make the output, you have to...select the grid with the least number of colored squares and use that color.","To make the output, you have to...count the number of squares in each grid regardless of color.","To make the output, you have to...exclude all colored squares and focus on the uncolored ones.",2
355,ded97339.json,"To make the output, you have to...reshape the yellow hexagons that are indirectly parallel to each other.","To make the output, you have to...connect the magenta boxes that are directly vertical and horizontal to each other.","To make the output, you have to...merge the red triangles that are directly opposite to each other.","To make the output, you have to...disconnect the blue squares that are not adjacent to each other.","To make the output, you have to...align the green circles that are indirectly diagonal to each other.",2
356,e179c5f4.json,"To make the output, you have to...add green and red pixels alternatively on a horizontal pattern. Start from the left end of the grid and move right. Repeat the procedure until the grid is completely filled.","To make the output, you have to...add light purple pixel in a circular pattern starting from the center of the grid. Each pixel should be filled in a spiral pattern until you reach the edge of the grid. The rest of the area can then be filled with the yellow color.","To make the output, you have to... fill in black and white pixels starting from the top right corner of the grid. Follow a diagonal path to the bottom left corner. Then, fill in the remaining spaces with gray pixels.","To make the output, you have to...add the same color dark blue pixel in a zig-zag pattern moving up the grid. Each pixel should be filled in on a diagonal going up and to the right until you read the edge of the grid. Then you should keep moving on the diagonal up and to the left until you reach the left side of the grid. Keep repeating until you reach the top of the grid. Then fill in the rest of the spaces with the light blue color.","To make the output, you have to...paint different color pixels in a straight line down until you reach the bottom of the grid. Each pixel should be filled out according to the rainbow spectrum until you fill the last line.",4
357,e21d9049.json,"To make the output, you have to...subtract the lines from all edges, using the same color scheme.","To make the output, you have to...use a single solid color to fill the space, ignoring the edges.","To make the output, you have to...cut out the lines from the middle, not worrying about following a color pattern.","To make the output, you have to...continue the lines to all edges, using alternating the color pattern.","To make the output, you have to...erase all the lines and restart with a different color range.",4
358,e26a3af2.json,"To make the output, you have to...eliminate all the random color squares and replace them with the color of the bar they are in.","To make the output, you have to...generate additional colored squares that randomly mix into the bar. ","To make the output, you have to...remove all color bars and leave only random color squares. ","To make the output, you have to...maintain all the random color squares and change the color of the bar they are in.","To make the output, you have to...shift all the random color squares outside of the bars.",1
359,e3497940.json,"To make the output, you have to...push all blocks towards the left till they hit the gray line which will act as a barrier. None of the blocks will pass beyond this line.","To make the output, you have to...fill in the blocks as if you have folded the right side directly over the left side, taking the gray line out.. The blocks directly beside of the gray line will overlap.","To make the output, you have to...rotate the blocks by 90 degrees to the right side, using the gray line as the axis. This will create a mirrored effect.","To make the output, you have to...clear all blocks and start from scratch, taking the gray line as a guide. Any blocks that cross the gray line will disappear.","To make the output, you have to...pull out the blocks from the right side of the gray line so that they align perfectly with the left side. There should be no overlapping of blocks.",2
360,e40b9e2f.json,"To make the output, you have to...transport the lower gradient to the center of all facets of the exterior square to construct a polka dot plan. Then with regard to the boxed figure you have to visualise a right-spinning 30 degree, 210 degree, 300 degree rotation, and fill in the web with these blueprints meshed together.","To make the output, you have to...copy the inside shade to the multiple points along the edges of the bordering cube to design a circular sequence. For the enclosed diagram you have to envision the pattern anti-clockwise 60 degree, 150 degree, 240 degree, and populate the matrix with these diagrams traversing one another.","To make the output, you have to...transfer the inner layer hue to a random spot within the upper half of the corner triangle, forming a diamond pattern. Then, manipulate the interior figure by picturing a counter-clockwise 45 degree, 120 degree, 310 degree rotation, and balance the table with these patterns interweaved among each other.","To make the output, you have to...migrate the distant shadow to the exact middle of each wall of the boundary cylinder to set up a zigzag layout. Reflecting on the interior structure you have to visualise the pattern clockwise 45 degree, 135 degree, 225 degree spinning, and populate the checklist with these representations overlapping each other.","To make the output, you have to...copy the outside color to the opposite corners of each side of the inside shape to make a square pattern. Then for the inside shape you have to visualize the pattern clockwise 90 degree, 180 degree, 270 degree, and fill in the grid with all of these overlay on top of each other.",5
361,e48d4e1a.json,"To make the output, you have to...identify the color of the grid and locate the lower section of the colored grid-up with the equal identification.","To make the output, you have to...measure the distance of the grey grid and position the highest point of the colored grid-down with the same measurement.","To make the output, you have to...calculate the circumference of the grey grid and locate the intersection of the colored grid-down with the same calculation.","To make the output, you have to...count the grey grid and place the meeting point of the colored grid-down through with the same count.","To make the output, you have to...count the steps between grid points and place the central point of the colored grid-up through with the different count.",4
362,e5062a87.json,"To make the output, you have to...exchange the blue rectangles for yellow diamonds, if they fit the same design as the blue ones.","To make the output, you have to...detect similar patterns between pink triangles and orange diamonds, and turn all the orange diamonds into pink.","To make the output, you have to...find any red circles that are in the same pattern as the square ones, then transform the circles to triangles.","To make the output, you have to...find any black squares that are in the same pattern as the red squares, then change the black squares in each pattern to red.","To make the output, you have to...detect any green circle clones of the red square patterns and modify the green circles to squares.",4
363,e509e548.json,"To make the output, you have to...alter design color to yellow if the design has four 180 degree edges, black if it has five and white if it has six. Also if the format is Y it is yellow, W it's white and a B it is black.","To make the output, you have to...switch design color to gold if the design exhibits nine 120 degree corners, silver if it has ten and copper if it has zero. Also, if the shape is a Z it is copper, an N it is gold and a U it has to be silver.","To make the output, you have to...change design color to green if the design only has one 45 degree edge, orange if it has two and purple if it has three. Also if its shape is a 2 it is green, a d it is orange and an F it is purple.","To make the output, you have to...change design color to blue if the design only has one 90 degree edge, pink if it has two and red if it has three. also if it shape is a 1 it is red, a c it is pink and an L it is blue.","To make the output, you have to...modify design color to brown if the design includes seven 60 degree angles, grey if it has eight and violet if it has one. Also, if its shape is an S it is grey, an M it is brown and a V it stands for violet.",4
364,e50d258f.json,"To make the output, you have to...copy the rectangular shape with the most red squares exactly.","To make the output, you have to...duplicate the square shape with the most yellow circles exactly.","To make the output, you have to...construct an oval form with the least green rectangles exactly.","To make the output, you have to...create a circular shape with the least blue triangles exactly.","To make the output, you have to...replicate the triangular shape with the most purple diamonds exactly.",1
365,e6721834.json,"To make the output, you have to...redesign the output grid to the foreground color including the two boxes, then place the colored boxes off the grid where the interior colored boxes don't match.","To make the output, you have to...alter the output grid to a color that the two boxes can't match. Proceed to place the colored boxes outside the grid where the interior colored boxes misalign.","To make the output, you have to...recolor the output grid to exclude the two boxes, and then overlap the colored boxes on the grid where the interior boxes mismatch.","To make the output, you have to...change the output grid to the background color that does not include the two boxes. Next place the colored boxes on the grid where the interior colored boxes match.","To make the output, you have to...shape the output grid to match the two boxes' layout, then place the colored boxes onto a grid without any color.",4
366,e73095fd.json,"To make the output, you have to...charge the nodes overnight.","To make the output, you have to...water the nodes regularly.","To make the output, you have to...fill the nodes with yellow.","To make the output, you have to...clean the nodes with soap.","To make the output, you have to...freeze the nodes in ice.",3
367,e76a88a6.json,"To make the output, you have to... copy the gray grid without adding any color.","To make the output, you have to... mix multiple colors in each gray grid.","To make the output, you have to... erase the existing color in the gray grids.","To make the output, you have to... copy the color pattern into the other gray grids.","To make the output, you have to... redraw the whole pattern on the blank space.",4
368,e8593010.json,"To make the output, you have to...change the single pink pixels to white, two brown pixel lines to teal, and three black pixel shapes to orange. The background stays green.","To make the output, you have to...change the single black pixels to green, two black pixel lines to red, and three black pixel shapes to blue. The background stays gray.","To make the output, you have to...change the single green pixels to red, two purple pixel lines to black, and three gray pixel shapes to white. The background stays yellow.","To make the output, you have to...change the single yellow pixels to blue, two green pixel lines to brown, and three white pixel shapes to black. The background stays red.","To make the output, you have to...change the single red pixels to purple, two green pixel lines to orange, and three blue pixel shapes to yellow. The background stays black.",2
369,e8dc4411.json,"To make the output, you have to... use the colors of the patterned grid, but change the size and shape, then place it on the other grid not following the orientation of the original pattern.","To make the output, you have to...without any change in the colors of any patterns, shapes, size and the background, copy the pattern on the black colored grids, to the other grid which is not patterned thus replicating it with the pattern and size of the black grid, continue to add the same pattern diagonally towards the only edge of the grid.","To make the output, you have to... copy the original pattern, but instead of placing it diagonally, place it horizontally across the blank grid, altering the sizes and colors as you go along.","To make the output, you have to... randomize all of the colors of the pattern, while maintaining the size and orientation, then place it randomly on the blank grid, disregarding the original grid layout.","To make the output, you have to... take only the green color from the pattern, and create a new pattern on the blank grid, disregarding the original pattern's size, shape and orientation.",2
370,e9614598.json,"To make the output, you have to...place a 3x3 green of rectangle between the two squares.","To make the output, you have to...remove a 3x3 green cross from the two squares.","To make the output, you have to...subtract a 2x2 white circle between the two squares.","To make the output, you have to...add a 3x3 green cross between the two squares perfect.","To make the output, you have to...add a 4x4 purple cross between the two squares.",4
371,e98196ab.json,"To make the output, you have to...mesh together both patterns from above and below the gray line.","To make the output, you have to...color the patterns above the gray line, then copy them below.","To make the output, you have to...discard all patterns from above and below the gray line.","To make the output, you have to...only utilize the patterns from below the gray line.","To make the output, you have to...draw new patterns instead of using the ones above and below the gray line.",1
372,e9afcf9a.json,"To make the output, you have to...start with the color that is on the top. Fill in that line with that color every other square, begin with first square. Fill in the rest in that line with the second color. For the next line, start with the color that is already there (the second color) and fill in in the same every other square pattern. It should look like a game board. The first color in every line is the color of the input grid","To make the output, you have to...scramble the colors on the input grid randomly. This would then produce a multicolored and abstract output grid.","To make the output, you have to...begin with a blank version of the pattern. Pick each color from top, and use that to shade every third square in a diagonal manner.","To make the output, you have to...start from the bottom-most line with the color that is there and color every other square. Follow the same for all lines until the top.","To make the output, you have to...begin with the last square of each line and fill every other square with that color. The rest of the squares should then be filled with a color of your choice.",1
373,ea32f347.json,"To make the output, you have to...connect the lines. The longest line needs to be linked with the middle length line. Then the shortest line needs to be merged with them.","To make the output, you have to...change the color of the lines. The longest line needs to be colored blue. The middle length line needs to be colored yellow. The shortest line needs to be colored red.","To make the output, you have to...lengthen the lines. The shortest line needs to be extended to the length of the middle one. The longest line needs to be lengthened even more.","To make the output, you have to...cross out the lines. The longest line needs to be erased first. The middle length line needs to be removed afterwards. The shortest line needs to be taken off last.","To make the output, you have to...cut the lines. The shortest line needs to be halved first. The middle length line needs to be quartered. The longest line needs to be divided into multiple segments.",2
374,ea786f4a.json,"To make the output, you have to...connect dots until a full image appears.","To make the output, you have to...arrange the tiles in a circle until it fully encloses the center point.","To make the output, you have to...position all chess pieces correctly on the board.","To make the output, you have to...pile up blocks one by one until a full castle structure is formed.","To make the output, you have to...create an X by filling in the diagonal tiles until the edge of each corner is reached.",5
375,eb281b96.json,"To make the output, you have to... demolish the grid. Following destruction, discard the original pattern. Instead of mirroring the original pattern, create a brand new concept. Then fill the open spaces in the grid with the newly designed pattern, not using the original one at all.","To make the output, you have to... shatter the grid into pieces. Later, redefine the original pattern into something completely different. Work on a new design instead of mirroring the original. Complete the grid by scattering various patterns in a mosaic approach.","To make the output, you have to... create the grid. Then copy the original pattern onto the output grid. Next, create a mirror pattern from the original pattern underneath the original pattern. Then copy the whole original and mirror pattern to fill in the rest of the black grid.","To make the output, you have to... erase the entire grid. After that, reconstruct the original pattern in a random location on the new grid. Ignore the mirror pattern since it's not necessary. Finally, fill the rest of the grid with any random patterns.","To make the output, you have to... sculpt the grid. Then redraw the original pattern on top of the already existing pattern. Next, create a polar opposite from the original pattern instead of a mirror. Fill the rest of the grid with the crafted inverse pattern.",3
376,eb5a1d5d.json,"To make the output, you have to... fix center sphere color in 1x1, outer sphere color in 4x4, then 6x6, then 8x8 and beyond. ","To make the output, you have to... put center box color in 1x1, outside box color in 3x3, then 5x5, then 7x7 and so on.","To make the output, you have to... settle middle circle shade in 3x3, surrounding circle shade in 5x5, then 7x7, then 9x9 and so forth.","To make the output, you have to... place corner box color in 2x2, outside box color in 4x4, then 6x6, then 8x8 and onwards. ","To make the output, you have to... lay edge box tint in 3x3, internal box tint in 5x5, then 7x7, then 9x9 and upwards. ",2
